show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s3357,TV Show,Title 3356,Director_121,"Actor_015, Actor_304, Actor_124, Actor_244",Japan,"October 09, 2019",2021,TV-14,7 Seasons,"Sci-Fi & Fantasy, Anime Series, Dramas",2019-10-09,2019,10,7.0,2020s
s3358,Movie,Title 3357,Director_077,"Actor_107, Actor_402, Actor_154",France,"June 02, 2019",1989,G,174 min,"Thrillers, Sports Movies, Horror Movies",2019-06-02,2019,6,174.0,1980s
s3359,TV Show,Title 3358,Director_056,"Actor_057, Actor_328, Actor_259, Actor_320, Actor_298",United States,"March 18, 2020",2021,TV-MA,5 Seasons,"Horror Movies, Documentaries, Kids TV",2020-03-18,2020,3,5.0,2020s
s3360,Movie,Title 3359,Director_070,"Actor_076, Actor_087, Actor_321",United States,"September 17, 2021",2017,R,73 min,"Anime Series, Horror Movies, Kids TV",2021-09-17,2021,9,73.0,2010s
s3361,TV Show,Title 3360,Director_087,"Actor_377, Actor_339, Actor_397",Nigeria,"October 31, 2015",2013,TV-G,5 Seasons,"Dramas, Thrillers",2015-10-31,2015,10,5.0,2010s
s3362,Movie,Title 3361,Director_112,"Actor_198, Actor_270, Actor_416",United States,"January 30, 2019",2020,R,150 min,"International Movies, Romantic Movies, Anime Series",2019-01-30,2019,1,150.0,2020s
s3363,TV Show,Title 3362,Director_099,"Actor_344, Actor_210, Actor_183",United States,"May 29, 2020",2010,TV-Y,2 Seasons,Music & Musicals,2020-05-29,2020,5,2.0,2010s
s3364,Movie,Title 3363,Director_169,"Actor_007, Actor_044",India,"August 19, 2022",1993,R,77 min,"Comedies, Documentaries, Stand-Up Comedy",2022-08-19,2022,8,77.0,1990s
s3365,TV Show,Title 3364,Director_169,"Actor_085, Actor_217",United States,"March 29, 2015",2002,NR,3 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Documentaries",2015-03-29,2015,3,3.0,2000s
s3366,Movie,Title 3365,Director_046,"Actor_036, Actor_327, Actor_062, Actor_388",France,"October 30, 2017",2013,R,101 min,International Movies,2017-10-30,2017,10,101.0,2010s
s3367,Movie,Title 3366,Director_115,"Actor_332, Actor_239, Actor_134, Actor_336, Actor_256",South Korea,"November 04, 2015",2014,R,80 min,Stand-Up Comedy,2015-11-04,2015,11,80.0,2010s
s3368,Movie,Title 3367,Director_171,"Actor_163, Actor_216, Actor_202, Actor_406",United States,"October 17, 2021",2020,R,128 min,Comedies,2021-10-17,2021,10,128.0,2020s
s3369,Movie,Title 3368,Director_168,"Actor_029, Actor_443",Japan,"March 12, 2017",2020,R,89 min,"Sports Movies, Dramas",2017-03-12,2017,3,89.0,2020s
s3370,TV Show,Title 3369,Director_130,"Actor_270, Actor_396, Actor_223, Actor_031, Actor_371",Spain,"June 13, 2015",2015,TV-MA,8 Seasons,"Anime Series, Comedies, International Movies",2015-06-13,2015,6,8.0,2010s
s3371,Movie,Title 3370,Director_089,"Actor_446, Actor_049",United States,"September 22, 2017",2019,PG-13,133 min,"Anime Series, Kids TV, Sci-Fi & Fantasy",2017-09-22,2017,9,133.0,2010s
s3372,Movie,Title 3371,Director_110,"Actor_499, Actor_317, Actor_195, Actor_102, Actor_389",South Korea,"May 27, 2022",1993,R,120 min,"Sci-Fi & Fantasy, Thrillers, Romantic Movies",2022-05-27,2022,5,120.0,1990s
s3373,Movie,Title 3372,Director_089,"Actor_362, Actor_037",France,"September 20, 2018",1973,R,133 min,"Comedies, Action & Adventure, Thrillers",2018-09-20,2018,9,133.0,1970s
s3374,Movie,Title 3373,Director_128,"Actor_393, Actor_012, Actor_272, Actor_301, Actor_264",South Korea,"August 27, 2020",2021,R,175 min,"Action & Adventure, Thrillers, Documentaries",2020-08-27,2020,8,175.0,2020s
s3375,TV Show,Title 3374,Director_138,"Actor_457, Actor_044, Actor_023, Actor_268",South Korea,"December 30, 2017",1978,TV-MA,6 Seasons,"Comedies, Sports Movies",2017-12-30,2017,12,6.0,1970s
s3376,TV Show,Title 3375,Director_134,"Actor_070, Actor_399, Actor_379",India,"April 13, 2018",1998,TV-Y,6 Seasons,"Thrillers, Documentaries",2018-04-13,2018,4,6.0,1990s
s3377,TV Show,Title 3376,Director_011,"Actor_426, Actor_148, Actor_265",India,"February 21, 2020",2018,TV-Y,2 Seasons,Crime TV Shows,2020-02-21,2020,2,2.0,2010s
s3378,Movie,Title 3377,Director_165,"Actor_036, Actor_250",United States,"December 29, 2019",2009,R,108 min,Thrillers,2019-12-29,2019,12,108.0,2000s
s3379,Movie,Title 3378,Director_181,"Actor_270, Actor_016, Actor_370, Actor_195",Turkey,"March 21, 2017",2021,R,110 min,"Action & Adventure, Romantic Movies",2017-03-21,2017,3,110.0,2020s
s3380,TV Show,Title 3379,Director_194,"Actor_069, Actor_019, Actor_447, Actor_018, Actor_147",Canada,"July 14, 2021",2003,TV-G,1 Season,"Romantic Movies, Reality TV",2021-07-14,2021,7,1.0,2000s
s3381,Movie,Title 3380,Director_105,"Actor_241, Actor_116, Actor_275",India,"April 14, 2021",1964,PG-13,165 min,"Reality TV, Dramas",2021-04-14,2021,4,165.0,1960s
s3382,Movie,Title 3381,Director_121,"Actor_125, Actor_069",United States,"September 10, 2018",2003,R,137 min,"Dramas, Sports Movies, Documentaries",2018-09-10,2018,9,137.0,2000s
s3383,Movie,Title 3382,Director_052,"Actor_244, Actor_039",India,"June 11, 2021",2015,PG-13,113 min,"Kids TV, Comedies",2021-06-11,2021,6,113.0,2010s
s3384,Movie,Title 3383,Director_159,"Actor_068, Actor_119, Actor_198, Actor_472",Nigeria,"December 09, 2019",2008,G,155 min,"Music & Musicals, Dramas, Documentaries",2019-12-09,2019,12,155.0,2000s
s3385,Movie,Title 3384,Director_099,"Actor_377, Actor_135",United States,"March 01, 2021",2014,R,153 min,Thrillers,2021-03-01,2021,3,153.0,2010s
s3386,TV Show,Title 3385,Director_172,"Actor_063, Actor_341, Actor_158, Actor_027, Actor_148",South Korea,"December 10, 2022",2021,TV-MA,7 Seasons,"Thrillers, Kids TV",2022-12-10,2022,12,7.0,2020s
s3387,Movie,Title 3386,Director_178,"Actor_421, Actor_499, Actor_344",Japan,"May 13, 2019",2022,R,157 min,Action & Adventure,2019-05-13,2019,5,157.0,2020s
s3388,Movie,Title 3387,Director_036,"Actor_332, Actor_475",Canada,"October 30, 2021",2000,NR,90 min,"Dramas, Anime Series, Sports Movies",2021-10-30,2021,10,90.0,2000s
s3389,Movie,Title 3388,Director_118,"Actor_284, Actor_190",France,"July 23, 2022",2011,PG-13,142 min,Music & Musicals,2022-07-23,2022,7,142.0,2010s
s3390,Movie,Title 3389,Director_058,"Actor_401, Actor_467, Actor_412, Actor_073, Actor_097",Japan,"March 08, 2016",2014,R,125 min,"Kids TV, Comedies",2016-03-08,2016,3,125.0,2010s
s3391,Movie,Title 3390,Director_053,"Actor_134, Actor_377",Japan,"July 06, 2019",2023,PG,94 min,International Movies,2019-07-06,2019,7,94.0,2020s
s3392,TV Show,Title 3391,Director_145,"Actor_473, Actor_416",United States,"February 25, 2018",2023,TV-14,6 Seasons,"Thrillers, Romantic Movies",2018-02-25,2018,2,6.0,2020s
s3393,TV Show,Title 3392,Director_000,"Actor_464, Actor_490, Actor_289, Actor_147, Actor_421",Mexico,"April 01, 2017",1997,TV-G,1 Season,"Sci-Fi & Fantasy, Anime Series",2017-04-01,2017,4,1.0,1990s
s3394,Movie,Title 3393,Director_148,"Actor_180, Actor_059, Actor_432, Actor_394",United States,"December 06, 2017",2018,R,171 min,Anime Series,2017-12-06,2017,12,171.0,2010s
s3395,TV Show,Title 3394,Director_027,"Actor_434, Actor_484, Actor_495, Actor_340",Germany,"May 19, 2016",2008,TV-14,8 Seasons,Reality TV,2016-05-19,2016,5,8.0,2000s
s3396,TV Show,Title 3395,Director_111,"Actor_003, Actor_065",Mexico,"April 25, 2015",1963,TV-14,2 Seasons,"Action & Adventure, Dramas",2015-04-25,2015,4,2.0,1960s
s3397,TV Show,Title 3396,Director_015,"Actor_157, Actor_262",United States,"December 10, 2018",1963,TV-PG,2 Seasons,"Reality TV, International Movies, Romantic Movies",2018-12-10,2018,12,2.0,1960s
s3398,TV Show,Title 3397,Director_175,"Actor_380, Actor_005, Actor_209",,"November 26, 2019",2011,TV-MA,4 Seasons,"Dramas, Romantic Movies, Anime Series",2019-11-26,2019,11,4.0,2010s
s3399,Movie,Title 3398,Director_027,"Actor_071, Actor_308, Actor_339, Actor_072",Germany,"September 21, 2017",2012,R,77 min,"Sci-Fi & Fantasy, Sports Movies, Music & Musicals",2017-09-21,2017,9,77.0,2010s
s3400,Movie,Title 3399,Director_149,"Actor_078, Actor_457, Actor_245",United States,"August 11, 2015",1967,R,82 min,"Romantic Movies, Documentaries, Sports Movies",2015-08-11,2015,8,82.0,1960s
s3401,Movie,Title 3400,Director_111,"Actor_274, Actor_399, Actor_001",South Korea,"September 27, 2016",2017,PG-13,78 min,"Romantic Movies, Anime Series, Dramas",2016-09-27,2016,9,78.0,2010s
s3402,Movie,Title 3401,Director_128,"Actor_044, Actor_169, Actor_064, Actor_427",India,"May 26, 2020",2003,R,104 min,Documentaries,2020-05-26,2020,5,104.0,2000s
s3403,TV Show,Title 3402,Director_115,"Actor_199, Actor_248, Actor_231, Actor_208",France,"November 02, 2016",2014,TV-14,7 Seasons,"International Movies, Sports Movies, Music & Musicals",2016-11-02,2016,11,7.0,2010s
s3404,Movie,Title 3403,Director_169,"Actor_219, Actor_186, Actor_493",Japan,"August 15, 2017",2003,R,87 min,Stand-Up Comedy,2017-08-15,2017,8,87.0,2000s
s3405,TV Show,Title 3404,Director_097,"Actor_263, Actor_241, Actor_130, Actor_214, Actor_460",United States,"July 21, 2017",1990,TV-MA,8 Seasons,"Documentaries, Romantic Movies, Kids TV",2017-07-21,2017,7,8.0,1990s
s3406,TV Show,Title 3405,Director_069,"Actor_249, Actor_030",Canada,"April 06, 2015",2009,TV-14,6 Seasons,"Music & Musicals, Stand-Up Comedy, Dramas",2015-04-06,2015,4,6.0,2000s
s3407,TV Show,Title 3406,Director_091,"Actor_465, Actor_186",United States,"November 24, 2020",1997,TV-PG,2 Seasons,Crime TV Shows,2020-11-24,2020,11,2.0,1990s
s3408,TV Show,Title 3407,Director_002,"Actor_290, Actor_066",France,"September 23, 2016",2014,TV-MA,8 Seasons,Kids TV,2016-09-23,2016,9,8.0,2010s
s3409,Movie,Title 3408,Director_080,"Actor_300, Actor_394",Mexico,"August 29, 2019",1993,PG,173 min,Anime Series,2019-08-29,2019,8,173.0,1990s
s3410,Movie,Title 3409,Director_043,"Actor_122, Actor_322, Actor_260, Actor_133, Actor_003",Turkey,"May 03, 2020",2013,PG-13,126 min,"Crime TV Shows, International Movies",2020-05-03,2020,5,126.0,2010s
s3411,Movie,Title 3410,Director_154,"Actor_188, Actor_370, Actor_236, Actor_097",United States,"November 28, 2016",1989,PG,90 min,"Comedies, Dramas",2016-11-28,2016,11,90.0,1980s
s3412,Movie,Title 3411,Director_178,"Actor_455, Actor_167, Actor_322, Actor_285, Actor_313",Japan,"February 01, 2015",2017,R,113 min,"Sci-Fi & Fantasy, Anime Series",2015-02-01,2015,2,113.0,2010s
s3413,Movie,Title 3412,Director_023,"Actor_087, Actor_072, Actor_356, Actor_341, Actor_401",India,"October 14, 2020",2019,NR,89 min,Anime Series,2020-10-14,2020,10,89.0,2010s
s3414,Movie,Title 3413,Director_147,"Actor_422, Actor_206, Actor_167",United Kingdom,"April 17, 2018",1983,PG,175 min,Comedies,2018-04-17,2018,4,175.0,1980s
s3415,TV Show,Title 3414,Director_159,"Actor_042, Actor_290, Actor_432",France,"February 17, 2017",2012,TV-MA,4 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Crime TV Shows",2017-02-17,2017,2,4.0,2010s
s3416,Movie,Title 3415,Director_098,"Actor_265, Actor_158, Actor_247",India,"January 06, 2019",1977,PG-13,86 min,Music & Musicals,2019-01-06,2019,1,86.0,1970s
s3417,Movie,Title 3416,Director_140,"Actor_411, Actor_233, Actor_357",South Korea,"July 04, 2017",2015,PG-13,77 min,Action & Adventure,2017-07-04,2017,7,77.0,2010s
s3418,Movie,Title 3417,Director_111,"Actor_109, Actor_191, Actor_057, Actor_193, Actor_468",United States,"July 02, 2016",2000,NR,170 min,Stand-Up Comedy,2016-07-02,2016,7,170.0,2000s
s3419,Movie,Title 3418,Director_170,"Actor_399, Actor_239, Actor_409, Actor_035, Actor_342",United States,"February 26, 2021",2013,R,169 min,"International Movies, Documentaries, Dramas",2021-02-26,2021,2,169.0,2010s
s3420,Movie,Title 3419,Director_147,"Actor_118, Actor_416, Actor_453",United States,"March 08, 2020",2013,PG-13,153 min,"Romantic Movies, Thrillers, Kids TV",2020-03-08,2020,3,153.0,2010s
s3421,TV Show,Title 3420,Director_122,"Actor_384, Actor_058, Actor_200, Actor_372, Actor_429",United States,"September 27, 2020",2022,TV-14,2 Seasons,Comedies,2020-09-27,2020,9,2.0,2020s
s3422,Movie,Title 3421,Director_111,"Actor_125, Actor_414, Actor_006, Actor_483",United Kingdom,"October 05, 2022",2014,PG-13,82 min,"Comedies, Dramas, Sports Movies",2022-10-05,2022,10,82.0,2010s
s3423,TV Show,Title 3422,Director_129,"Actor_045, Actor_090",United States,"August 31, 2019",2015,TV-PG,7 Seasons,Documentaries,2019-08-31,2019,8,7.0,2010s
s3424,Movie,Title 3423,Director_067,"Actor_485, Actor_324",Japan,"April 29, 2021",2009,R,111 min,"Comedies, Stand-Up Comedy, Action & Adventure",2021-04-29,2021,4,111.0,2000s
s3425,TV Show,Title 3424,Director_090,"Actor_319, Actor_010",United States,"March 02, 2018",2023,TV-PG,5 Seasons,Reality TV,2018-03-02,2018,3,5.0,2020s
s3426,Movie,Title 3425,Director_059,"Actor_359, Actor_489",Mexico,"July 23, 2020",2019,G,161 min,"Music & Musicals, Romantic Movies, Sci-Fi & Fantasy",2020-07-23,2020,7,161.0,2010s
s3427,Movie,Title 3426,Director_131,"Actor_186, Actor_333, Actor_091",United States,"January 08, 2020",2002,PG-13,73 min,"Kids TV, Crime TV Shows, Reality TV",2020-01-08,2020,1,73.0,2000s
s3428,Movie,Title 3427,Director_123,"Actor_477, Actor_218, Actor_064, Actor_375, Actor_395",France,"December 10, 2015",2021,NR,137 min,"Thrillers, Stand-Up Comedy, Kids TV",2015-12-10,2015,12,137.0,2020s
s3429,TV Show,Title 3428,Director_095,"Actor_197, Actor_161, Actor_252, Actor_395",Spain,"April 14, 2018",2010,TV-MA,1 Season,"Documentaries, Stand-Up Comedy, Romantic Movies",2018-04-14,2018,4,1.0,2010s
s3430,Movie,Title 3429,Director_144,"Actor_203, Actor_325, Actor_083, Actor_291",United Kingdom,"August 20, 2020",2020,G,152 min,"Stand-Up Comedy, Documentaries, Action & Adventure",2020-08-20,2020,8,152.0,2020s
s3431,Movie,Title 3430,Director_128,"Actor_239, Actor_001",Canada,"February 26, 2021",2020,PG-13,168 min,"Documentaries, Horror Movies",2021-02-26,2021,2,168.0,2020s
s3432,TV Show,Title 3431,Director_032,"Actor_305, Actor_174, Actor_020",France,"August 02, 2017",1992,TV-14,7 Seasons,"Sports Movies, Music & Musicals, Documentaries",2017-08-02,2017,8,7.0,1990s
s3433,TV Show,Title 3432,Director_029,"Actor_214, Actor_499, Actor_331, Actor_415",India,"July 14, 2017",2018,TV-MA,3 Seasons,"Crime TV Shows, Kids TV, Sports Movies",2017-07-14,2017,7,3.0,2010s
s3434,Movie,Title 3433,Director_004,"Actor_465, Actor_050, Actor_194, Actor_321",India,"August 12, 2020",2002,PG-13,103 min,"Sci-Fi & Fantasy, Crime TV Shows",2020-08-12,2020,8,103.0,2000s
s3435,TV Show,Title 3434,Director_117,"Actor_239, Actor_367, Actor_409",United States,"October 26, 2022",2003,TV-14,4 Seasons,Action & Adventure,2022-10-26,2022,10,4.0,2000s
s3436,Movie,Title 3435,Director_139,"Actor_426, Actor_456, Actor_046",United Kingdom,"August 23, 2018",2003,PG,137 min,"Romantic Movies, Sports Movies, International Movies",2018-08-23,2018,8,137.0,2000s
s3437,Movie,Title 3436,Director_159,"Actor_174, Actor_195, Actor_474, Actor_316, Actor_301",United States,"June 26, 2020",2018,R,83 min,"Thrillers, International Movies, Documentaries",2020-06-26,2020,6,83.0,2010s
s3438,Movie,Title 3437,Director_037,"Actor_348, Actor_141",United Kingdom,"February 20, 2022",1997,R,94 min,"Romantic Movies, Kids TV, Comedies",2022-02-20,2022,2,94.0,1990s
s3439,TV Show,Title 3438,Director_016,"Actor_195, Actor_114",India,"November 23, 2019",1960,TV-MA,2 Seasons,"Anime Series, Action & Adventure",2019-11-23,2019,11,2.0,1960s
s3440,TV Show,Title 3439,Director_185,"Actor_338, Actor_066, Actor_408, Actor_224, Actor_437",Germany,"February 24, 2021",2018,TV-Y,1 Season,"Crime TV Shows, Thrillers",2021-02-24,2021,2,1.0,2010s
s3441,Movie,Title 3440,Director_108,"Actor_117, Actor_076",India,"April 23, 2020",1990,R,80 min,"Kids TV, Comedies",2020-04-23,2020,4,80.0,1990s
s3442,Movie,Title 3441,Director_039,"Actor_280, Actor_080, Actor_408",United States,"November 26, 2020",1982,PG-13,84 min,"Thrillers, Horror Movies, Crime TV Shows",2020-11-26,2020,11,84.0,1980s
s3443,Movie,Title 3442,Director_151,"Actor_320, Actor_013, Actor_411",United States,"November 25, 2020",1997,R,113 min,Documentaries,2020-11-25,2020,11,113.0,1990s
s3444,TV Show,Title 3443,Director_139,"Actor_077, Actor_411, Actor_378",Brazil,"February 12, 2022",2008,TV-MA,5 Seasons,"Crime TV Shows, Comedies, Horror Movies",2022-02-12,2022,2,5.0,2000s
s3445,TV Show,Title 3444,Director_110,"Actor_380, Actor_364, Actor_209, Actor_120, Actor_304",,"February 21, 2015",2012,TV-14,1 Season,Action & Adventure,2015-02-21,2015,2,1.0,2010s
s3446,Movie,Title 3445,Director_127,"Actor_061, Actor_036, Actor_340, Actor_188",Mexico,"November 29, 2020",1972,R,115 min,"Romantic Movies, International Movies, Dramas",2020-11-29,2020,11,115.0,1970s
s3447,TV Show,Title 3446,Director_094,"Actor_138, Actor_447",Turkey,"October 22, 2015",2023,TV-PG,6 Seasons,"Stand-Up Comedy, Action & Adventure",2015-10-22,2015,10,6.0,2020s
s3448,TV Show,Title 3447,Director_146,"Actor_423, Actor_105",India,"October 13, 2020",2018,TV-14,7 Seasons,"Anime Series, Action & Adventure",2020-10-13,2020,10,7.0,2010s
s3449,Movie,Title 3448,Director_028,"Actor_296, Actor_090, Actor_479",Brazil,"March 06, 2022",2005,PG-13,96 min,"Sports Movies, Comedies, Documentaries",2022-03-06,2022,3,96.0,2000s
s3450,Movie,Title 3449,Director_179,"Actor_269, Actor_206, Actor_148, Actor_160",Brazil,"April 09, 2016",2005,PG,139 min,"Horror Movies, Action & Adventure",2016-04-09,2016,4,139.0,2000s
s3451,Movie,Title 3450,Director_144,"Actor_109, Actor_279",India,"April 24, 2021",2011,PG-13,150 min,"Thrillers, Music & Musicals, Kids TV",2021-04-24,2021,4,150.0,2010s
s3452,Movie,Title 3451,Director_072,"Actor_239, Actor_265",India,"July 28, 2019",2016,NR,71 min,"Music & Musicals, Stand-Up Comedy, Comedies",2019-07-28,2019,7,71.0,2010s
s3453,Movie,Title 3452,Director_020,"Actor_215, Actor_171",South Korea,"September 25, 2016",1988,PG-13,122 min,Sci-Fi & Fantasy,2016-09-25,2016,9,122.0,1980s
s3454,Movie,Title 3453,Director_059,"Actor_387, Actor_033, Actor_189",United Kingdom,"September 16, 2018",1992,PG-13,100 min,"Stand-Up Comedy, Thrillers, Sci-Fi & Fantasy",2018-09-16,2018,9,100.0,1990s
s3455,TV Show,Title 3454,Director_097,"Actor_469, Actor_132, Actor_364, Actor_158",United States,"March 05, 2019",2021,TV-MA,1 Season,"International Movies, Sports Movies, Dramas",2019-03-05,2019,3,1.0,2020s
s3456,Movie,Title 3455,Director_074,"Actor_332, Actor_488",Brazil,"July 29, 2015",1999,R,103 min,"Documentaries, Dramas",2015-07-29,2015,7,103.0,1990s
s3457,Movie,Title 3456,Director_118,"Actor_171, Actor_168, Actor_355, Actor_274",Turkey,"November 06, 2020",2008,PG-13,82 min,"Kids TV, Dramas",2020-11-06,2020,11,82.0,2000s
s3458,TV Show,Title 3457,Director_147,"Actor_010, Actor_299, Actor_023, Actor_342, Actor_470",India,"September 06, 2020",2021,TV-MA,4 Seasons,"Anime Series, Reality TV, Dramas",2020-09-06,2020,9,4.0,2020s
s3459,TV Show,Title 3458,Director_112,"Actor_036, Actor_090, Actor_267, Actor_003, Actor_315",United States,"August 26, 2015",2017,NR,2 Seasons,Stand-Up Comedy,2015-08-26,2015,8,2.0,2010s
s3460,Movie,Title 3459,Director_180,"Actor_234, Actor_218, Actor_357, Actor_327, Actor_497",Germany,"December 02, 2015",2006,PG-13,143 min,Romantic Movies,2015-12-02,2015,12,143.0,2000s
s3461,Movie,Title 3460,Director_113,"Actor_364, Actor_465, Actor_349, Actor_362",United States,"October 11, 2020",2017,R,74 min,Horror Movies,2020-10-11,2020,10,74.0,2010s
s3462,Movie,Title 3461,Director_102,"Actor_063, Actor_014, Actor_053, Actor_462",Spain,"April 26, 2019",1966,PG-13,147 min,Crime TV Shows,2019-04-26,2019,4,147.0,1960s
s3463,Movie,Title 3462,Director_079,"Actor_474, Actor_084",United States,"May 14, 2016",2019,R,94 min,Thrillers,2016-05-14,2016,5,94.0,2010s
s3464,Movie,Title 3463,Director_062,"Actor_241, Actor_240, Actor_128, Actor_070",United States,"April 14, 2019",2012,PG-13,92 min,Kids TV,2019-04-14,2019,4,92.0,2010s
s3465,Movie,Title 3464,Director_056,"Actor_109, Actor_159, Actor_092, Actor_138",Brazil,"March 01, 2017",2020,PG-13,152 min,"Dramas, Thrillers",2017-03-01,2017,3,152.0,2020s
s3466,TV Show,Title 3465,Director_028,"Actor_021, Actor_033, Actor_383, Actor_482",Germany,"March 24, 2022",2023,TV-PG,2 Seasons,"Kids TV, Horror Movies, Crime TV Shows",2022-03-24,2022,3,2.0,2020s
s3467,Movie,Title 3466,Director_128,"Actor_473, Actor_039, Actor_260",United States,"February 09, 2018",2022,PG-13,81 min,"Music & Musicals, Anime Series, International Movies",2018-02-09,2018,2,81.0,2020s
s3468,Movie,Title 3467,Director_123,"Actor_468, Actor_023, Actor_362, Actor_327",United States,"June 06, 2021",2022,NR,136 min,"Action & Adventure, Sci-Fi & Fantasy, Crime TV Shows",2021-06-06,2021,6,136.0,2020s
